ds,yhat,yhat_lower,yhat_upper
2025-03-01,446.1661245904747,351.75143392142763,533.5677590546555
2025-03-02,293.9683745611673,201.4328464105913,381.6114477837132
2025-03-03,280.07114476083444,184.89265749309894,373.7547231642657
2025-03-04,255.5849892190392,162.22107803109455,351.8016412775034
2025-03-05,282.59888153178304,186.55202290753903,364.09279946676764
2025-03-06,278.9372034329534,189.1989416290527,375.9941438815506
2025-03-07,322.69868238161513,227.41867744266588,418.93582057658807
2025-03-08,436.1511476563111,351.24917515018996,531.8051707637542
2025-03-09,282.87755249662797,190.4472773348886,385.5827507705432
2025-03-10,268.20927079497056,175.5961486036884,355.8769101199946
2025-03-11,243.28140345068368,150.25516581576258,338.4357057049599
2025-03-12,270.19940507766535,175.6718558645719,366.32733155101454
2025-03-13,266.7951906682283,176.15281051685145,351.9461556872001
2025-03-14,311.16548771836636,221.60704967690387,400.3109171664602
2025-03-15,425.5663274334071,332.88756388124176,525.448998857914
2025-03-16,273.55913587001334,182.55104572080563,372.9218942711266
2025-03-17,260.44443553781906,163.56819723332583,347.32661623701875
2025-03-18,237.31788324595976,142.49364671978935,327.6441569709761
2025-03-19,266.2379344810509,182.42989778218012,360.18907661154395
2025-03-20,264.9832630807749,167.34851230620512,358.7408021304937
2025-03-21,311.59266140414405,216.70025959999361,397.2893011267341
2025-03-22,428.2612661347815,330.429254171797,511.4555647247613
2025-03-23,278.48851544087785,190.07429223693725,369.3375393610178
2025-03-24,267.51378799786653,173.96613327915065,366.06867222672986
2025-03-25,246.37438666953472,154.4854700540165,339.3817468835392
2025-03-26,277.07509319151063,182.29773348973154,370.71719619769783
2025-03-27,277.3473597681725,182.40223532191496,370.2824954727923
2025-03-28,325.1908030631047,230.3520340925416,421.5736672472685
2025-03-29,442.7707910584469,342.66862540452286,534.9063004053654
2025-03-30,293.5674806852932,204.69894516568178,390.7829747531771
2025-03-31,282.8122173507338,194.57311323546787,372.8537829143722
2025-04-01,261.5459295140568,169.6655514398774,352.0978939544908
2025-04-02,291.7887258024011,202.6235627771037,389.5286423389825
2025-04-03,291.29875318646435,201.32790412258575,383.49418368799894
2025-04-04,338.112986131943,251.92593865159296,426.49888477326874
2025-04-05,454.44375342356284,369.6249293804137,552.2074041975148
2025-04-06,303.82638819535805,205.69140626500237,392.39272727789796
2025-04-07,291.55395057536305,188.0548808130332,391.14465672362707
2025-04-08,268.7337039820691,175.8892916070384,359.9679259479004
2025-04-09,297.45460861259903,201.3508222906793,393.3907945835105
2025-04-10,295.54395328926154,203.74422606293936,387.85490584558335
2025-04-11,341.10586288623114,253.55737864010837,431.8837633449749
2025-04-12,456.4155580406797,363.4583525313146,548.8338050168087
2025-04-13,305.0648232479052,211.20498894574638,395.1959706006267
2025-04-14,292.39470173758457,200.5878336600193,384.64491887978517
2025-04-15,269.55016344436115,181.54512083448466,364.8761366361049
2025-04-16,298.6460691788459,204.91599346967462,398.7917931753378
2025-04-17,297.52260412846147,207.21174727843194,387.7694434798358
2025-04-18,138.84393463133176,44.32012390956947,222.86044141916844
2025-04-19,456.5858184811898,363.8127960841581,545.0119228456192
2025-04-20,311.79762293514597,215.4463558210431,406.3473703535012
2025-04-21,301.4121155917484,207.0160762491719,404.3728162863306
2025-04-22,281.11947806191404,190.33247535684998,373.46476609398525
2025-04-23,312.96677522163543,218.04374488535169,406.08440588449923
2025-04-24,314.7164120687912,221.9163157477519,406.03912423287613
2025-04-25,364.385818505774,268.17151646235556,457.95037318552494
2025-04-26,484.1435788420962,393.7822427699585,573.4167208552758
2025-04-27,337.4574208135457,239.64430427271915,424.630244232304
2025-04-28,329.53002128148233,238.42549093120329,424.02672398217965
2025-04-29,311.35729536034984,208.7230178443322,403.0839059321225
2025-04-30,344.8983962662798,255.20637022332573,435.2130062194637
2025-05-01,117.46193060692696,25.39467271993695,211.10873175672103
2025-05-02,398.11596206137614,308.87668234154006,487.63920367212705
2025-05-03,517.8508460543054,420.3551280985313,614.4110099268689
