ds,yhat,yhat_lower,yhat_upper
2025-03-01,4.840619634131586,1.2821526568244537,8.520338638887775
2025-03-02,2.9703165545119297,-0.5433570036152575,6.2562098573573675
2025-03-03,3.917293010375815,0.41798055065878914,7.39675185091149
2025-03-04,3.67506283012856,0.09381354483415306,7.017933107259731
2025-03-05,3.4826623084567867,-0.005076970414857266,7.163444357315039
2025-03-06,3.613686673611868,0.027881839029223983,6.930721980081291
2025-03-07,4.396145020765998,0.5615600899785868,7.796351116395454
2025-03-08,4.222651434781374,0.7623328761176146,7.527591044097188
2025-03-09,2.3392609575025123,-1.0645571852334248,5.903535267251152
2025-03-10,3.284664511249381,-0.09834723320911136,6.820126510240044
2025-03-11,3.0525914502618603,-0.29940983702127844,6.450995644224015
2025-03-12,2.8819724993076226,-0.4865493908674816,6.196813956780364
2025-03-13,3.0459766003185953,-0.19237247060311222,6.26349959314606
2025-03-14,3.8718760450552447,0.5773699964570685,7.497647918294559
2025-03-15,3.751257329547808,0.32497380945256293,7.33354071200458
2025-03-16,1.9288858053039508,-1.4588344747136197,5.171512564342908
2025-03-17,2.9419373838640377,-0.6095898783795664,6.242348202594457
2025-03-18,2.78244486221965,-0.7393715485705435,6.219687237285219
2025-03-19,2.6875103090033203,-0.4536299136020552,6.347409905474884
2025-03-20,2.9283955372700285,-0.7395882064352401,6.4872683151435915
2025-03-21,3.830443416961215,0.21332848656700187,7.3207718696340285
2025-03-22,3.7833457569067805,0.33908408523501704,7.213439634557043
2025-03-23,2.030064096401964,-1.484746419321071,5.3778592548549575
2025-03-24,3.106114951222786,-0.5118979169582049,6.562341765550025
2025-03-25,3.002065445344077,-0.5334528884303357,6.442398140444721
2025-03-26,2.9537892568098667,-0.5876612851377363,6.567987859045522
2025-03-27,3.2315935629860606,-0.07214147862185359,6.698220542464474
2025-03-28,4.160168609382456,0.9384371752847974,7.7018342014823515
2025-03-29,4.128874749093265,0.5774514491507097,7.5362174937179205
2025-03-30,2.380672683250985,-1.0026631050547055,5.722983032926398
2025-03-31,3.451408130025351,-0.3104244426913492,7.041291779859174
2025-04-01,3.3322968383155667,-0.10003208321155721,6.840861226934555
2025-04-02,3.2601601629219177,-0.15276825722325843,6.645632333360119
2025-04-03,3.506522470358683,0.14369727235935267,6.879812759230948
2025-04-04,4.3975228618894215,0.8400004421761956,7.8805940954490605
2025-04-05,4.324157176731738,1.0824537222167858,7.812696107010623
2025-04-06,2.531157342192428,-0.9356655369705623,6.0476828181469005
2025-04-07,3.5562208156023907,0.03567734838604013,7.010762119018927
2025-04-08,3.39243768767822,-0.19906812967901683,6.628423204520026
2025-04-09,3.278467404200873,-0.007748808450533037,6.70319353905238
2025-04-10,3.487578150474862,0.09067879655656988,7.070073270056392
2025-04-11,4.347503142274158,0.876508363732597,7.6877240397689155
2025-04-12,4.250631472800181,0.4957126965242095,7.704033158877843
2025-04-13,2.4428421477992686,-1.1293385806326002,5.794810191635998
2025-04-14,3.4626954507195404,-0.047051675610415844,7.095336741980826
2025-04-15,3.3038303940592564,-0.010964143047698915,6.7765190984983255
2025-04-16,3.205121153707023,-0.44993748176340104,6.686783700638666
2025-04-17,3.439706195212762,-0.3132099145463132,6.89713836694083
2025-04-18,4.334844704106226,0.9604761139502178,8.315291799991813
2025-04-19,3.640017230007409,-0.07437620453541685,7.138885259605956
2025-04-20,2.5262845259249302,-0.5964410416790177,5.884663695961589
2025-04-21,3.6045013691677794,0.271391532518012,7.1388516359633165
2025-04-22,3.5087612751637236,-0.18070326749629237,6.873754906385689
2025-04-23,3.476095890800616,0.1619014877071135,6.913756419401512
2025-04-24,3.777658232322833,0.2844755248311438,7.110838066142849
2025-04-25,4.738637241333448,1.300281066149497,8.108121121144583
2025-04-26,4.7485204798750775,1.2233858040827477,8.34460494220523
2025-04-27,3.050011556335856,-0.4257046226580046,6.243981853602689
2025-04-28,4.178314030274023,0.6018822663231633,7.481545289668778
2025-04-29,4.123627874465365,0.6161708445427397,7.630831600362957
2025-04-30,4.12140850669788,0.5054556587110267,7.566054640592251
2025-05-01,4.441499093788677,1.072094947845334,7.876261661334057
2025-05-02,5.408087699065425,1.8352360959187985,8.541227601952821
2025-05-03,5.410003997213515,2.0176089258752414,8.790919095187787
2025-05-04,3.6896610945133475,0.2774829079770161,7.100774251853545
2025-05-05,4.782353424418233,1.2497786618921438,8.25320982938328
2025-05-06,4.678756317205265,1.2017841482303397,8.07846812227058
2025-05-07,4.615177090896706,1.2187196749828957,8.046851022292739
2025-05-08,4.862668520031313,1.246355805744646,8.312816432624125
2025-05-09,5.746956724155758,2.210349982080218,9.330117958624724
2025-05-10,5.658698973950786,2.1258860307219023,9.143239349342622
2025-05-11,3.842378009465892,0.40772666627814697,7.585681825545168
2025-05-12,4.8355451487545,1.2874894747633103,8.29808565526562
2025-05-13,4.631259309563295,1.1280489331177312,8.26173386617418
2025-05-14,4.468273486675468,0.9781733144156474,7.935840738762461
2025-05-15,4.620081360116507,0.8334258438297019,8.015649607016252
2025-05-16,5.414777965904596,1.9578908307754823,8.749250570700335
2025-05-17,5.245251833683342,1.7863876689405453,8.607850390251109
2025-05-18,3.3580170542071324,-0.28247709860716214,6.786174111817833
2025-05-19,4.2923993314975455,0.9500413070611226,8.0790632394182
2025-05-20,4.042924775905284,0.2904807942152389,7.200989062341437
2025-05-21,3.3179364239066764,-0.2179059860317393,6.867905603185577
2025-05-22,3.9862483715181107,0.5683071209439268,7.361885700546425
2025-05-23,4.781704397458249,1.4929625196405154,8.039658961866811
