ds,yhat,yhat_lower,yhat_upper
2025-03-01,2.267185313714669,1.211665351489423,3.383438011959467
2025-03-02,1.4249343900153946,0.3111191335679682,2.5291996804509957
2025-03-03,4.486119269767137,3.4070240443433972,5.581684101556055
2025-03-04,4.291202690767617,3.2126905278785682,5.450007340277607
2025-03-05,4.161119621191224,3.0529566993924555,5.312976035572515
2025-03-06,4.040871042648694,2.9446918143013687,5.099660733735176
2025-03-07,4.016440076058026,2.9506549193179987,5.1303706245467
2025-03-08,1.5790028795920406,0.534765769338987,2.743696280750164
2025-03-09,0.7591830959996471,-0.32212081320066815,1.8562188633130396
2025-03-10,3.8560708587837156,2.7915451888007934,4.948680567202099
2025-03-11,3.7101269315614394,2.673314410755671,4.837759215920055
2025-03-12,3.6420244747678865,2.5215305325079878,4.685387518486641
2025-03-13,3.5962421519931365,2.537266446380326,4.652466807603672
2025-03-14,3.657985336867626,2.5484023456354885,4.8279668922566135
2025-03-15,1.3174078121367767,0.2993751616172938,2.3655121392589415
2025-03-16,0.6038825639597816,-0.5325418504731433,1.6140407130448708
2025-03-17,3.8150423732780525,2.7696776628114987,4.878123143380442
2025-03-18,3.7897103433107366,2.6617151478165777,4.896278075763293
2025-03-19,3.8467723054545004,2.7921943648678353,4.956828471633752
2025-03-20,3.9288041584980404,2.842371001134607,5.0111841417527385
2025-03-21,4.11903015583235,2.9894846091613934,5.1845574773279015
2025-03-22,1.9055837139999876,0.8079956026977435,2.9457427009439594
2025-03-23,1.3158184751694697,0.28420206886517374,2.3484313766098666
2025-03-24,4.645389423372244,3.540366060188462,5.710217553411389
2025-03-25,4.731223281968559,3.639325043208517,5.863324796273596
2025-03-26,4.89042923498244,3.8456695031694244,5.96297720091926
2025-03-27,5.063962161729358,3.9941826054874645,6.2283997281854555
2025-03-28,5.333613588614937,4.30072322870371,6.434226074991639
2025-03-29,3.1863011950855387,2.0505085369761082,4.257223640550027
2025-03-30,2.648403961938258,1.6208604177717911,3.77892100090016
2025-03-31,6.014862225187122,4.946549716184617,7.104281843698006
2025-04-01,6.122161446552019,5.096722617608717,7.258384285530366
2025-04-02,6.287250456724114,5.127399498754689,7.390422566243203
2025-04-03,6.451206211564399,5.382210802504053,7.512218757836981
2025-04-04,6.6962202551413235,5.617470681148062,7.838501881369922
2025-04-05,4.50987785669389,3.3853757636097006,5.640259576946652
2025-04-06,3.919477175527118,2.842433340892049,5.002994604765667
2025-04-07,7.221108111854211,6.1548134080230215,8.263970896388399
2025-04-08,7.252610168060003,6.129122548574184,8.328309881517706
2025-04-09,7.332460695991525,6.31111033623206,8.429621665534839
2025-04-10,7.403406279529016,6.309561112541754,8.411690979847473
2025-04-11,7.549413228445735,6.404278172993883,8.508872408311111
2025-04-12,5.25990898546784,4.126765836107799,6.382526462653892
2025-04-13,4.564062668438285,3.4880995069158685,5.682738640939257
2025-04-14,7.759825284471256,6.6692468159651295,8.773953652002
2025-04-15,7.686849810395186,6.626370336827806,8.748754367140487
2025-04-16,7.665343353831441,6.531987677365369,8.768185055868761
2025-04-17,7.639664932857901,6.504027420165451,8.831351801249427
2025-04-18,7.695245570171608,6.657445676788098,8.882304291892334
2025-04-19,5.109866138280383,4.021075599499773,6.178861189974844
2025-04-20,4.552600712804634,3.45652546215065,5.622872882687488
2025-04-21,7.683469395045474,6.64041297340716,8.84054984302299
2025-04-22,7.55571610251487,6.488198660196932,8.658876718701396
2025-04-23,7.489968721069556,6.4467308451698715,8.550170779739258
2025-04-24,7.430772208100899,6.339614295351147,8.56350325591019
2025-04-25,7.4635122672714855,6.427411071695184,8.558523495976447
2025-04-26,5.078638833033178,4.030069724689867,6.220186371903863
2025-04-27,4.305937807564509,3.152162418829864,5.45114215113871
2025-04-28,7.443571590658936,6.394828164102697,8.586876796639796
2025-04-29,7.331008386410085,6.257917025829154,8.432601856740584
2025-04-30,7.287892085991987,6.250480011808985,8.412958173410974
2025-05-01,7.2576656577442,6.041530342903887,8.336319836185197
2025-05-02,7.324523960886253,6.166729686858908,8.389174937574124
2025-05-03,4.977667488969951,3.8603687315394546,6.184233230733825
2025-05-04,4.245604744111506,3.0992762571706773,5.351555828841741
2025-05-05,7.4252230505576,6.250849960182441,8.511813235286153
2025-05-06,7.354747085979097,6.3698251608265775,8.493166547780072
2025-05-07,7.3526362689416,6.226434782525812,8.373077433602665
2025-05-08,7.361233331748592,6.323081256318957,8.470536363516935
2025-05-09,7.46373946619746,6.325537950240915,8.55257173067447
2025-05-10,5.148487103589841,4.084560263653988,6.286203062116447
2025-05-11,4.443257678881103,3.2924566319194004,5.567781387508429
2025-05-12,7.6443639356517865,6.542077016364347,8.71890833354828
2025-05-13,7.589615902207948,6.5491337128482545,8.663832795137246
2025-05-14,7.597221633261228,6.520215117691694,8.711720830687305
2025-05-15,7.6094351050007045,6.477274517380799,8.77178539782129
2025-05-16,7.7095268081003105,6.561041429793378,8.785381322988654
2025-05-17,5.386048348282178,4.249419635735713,6.446619248341149
2025-05-18,4.667138735174371,3.5684137843831776,5.854996169786949
2025-05-19,7.849592318514097,6.795721306790673,8.93464116167393
2025-05-20,7.771807963622307,6.6523376876437075,8.86501156871302
2025-05-21,6.200429067255573,5.078014185555592,7.334176275833315
2025-05-22,7.735181339958729,6.6138767878736395,8.80629249982649
2025-05-23,7.803402452974241,6.683863559724853,8.861978768550316
2025-05-24,5.446705414760142,4.446219042330493,6.546764605585767
2025-05-25,4.694053899314342,3.6129094229777494,5.830337458436061
2025-05-26,7.843052000456762,6.685339311932518,8.965488502029903
