ds,yhat,yhat_lower,yhat_upper
2025-03-01,310.8797712523481,240.35014975895248,383.4474596744205
2025-03-02,219.47225894960312,143.63784830238404,294.8461882441376
2025-03-03,302.71715492343577,228.88419882251702,369.60471759282007
2025-03-04,300.1961877359134,234.57620282703286,371.843932421948
2025-03-05,313.66905756860933,249.08449480361548,387.8161881729692
2025-03-06,306.84950544173995,237.07879512693984,375.4290591480257
2025-03-07,334.64581603574965,266.84977928708764,405.0690578924655
2025-03-08,315.1013907605479,242.68041380750773,386.708117427155
2025-03-09,219.84817544603442,148.81924946691146,285.6941441181202
2025-03-10,299.4460730379168,224.92412019169387,367.9517636165632
2025-03-11,293.53918604239755,223.78368859758137,363.71074075588973
2025-03-12,303.94372119125785,232.48327811512942,373.53344052938223
2025-03-13,294.42253852636475,221.3003227234749,367.8225501448293
2025-03-14,319.9243502536096,249.06145657285154,389.44890784219047
2025-03-15,298.5232443089251,228.13284368077612,371.5907345208734
2025-03-16,201.87134732332896,129.36517452231016,275.14768835960257
2025-03-17,280.5377788272193,204.366809110906,350.7650510363081
2025-03-18,274.1647534361602,201.45729314195836,341.1273475473223
2025-03-19,284.5556657700933,214.48879161918342,350.0141989260457
2025-03-20,275.45013281886406,203.8618018653659,346.5024223661477
2025-03-21,301.76398218777365,231.0799989269665,374.9829073232391
2025-03-22,281.5298353766348,213.46422788351217,352.56985217937677
2025-03-23,186.35106697097203,119.1697062362493,259.73752198941696
2025-03-24,266.74225083759865,197.9145973775802,341.1313956119766
2025-03-25,262.28690367372866,190.9940176618504,330.2552475248989
2025-03-26,274.72731006091055,201.25855263649214,351.31519933562504
2025-03-27,267.7413505062583,192.91346818978417,338.59311254182546
2025-03-28,296.18426667985926,229.24661454462108,366.24632201858964
2025-03-29,278.0309594407916,203.8365952508635,348.56218623731394
2025-03-30,184.8315492553597,113.92998073732777,258.6046962583731
2025-03-31,267.0532626752129,199.63161930894572,334.83590251959896
2025-04-01,264.2394130546669,194.121546274641,332.91318148300434
2025-04-02,278.10022400435594,213.2712679767013,352.8276396141351
2025-04-03,272.29038898764554,201.52918436343364,346.40808943739546
2025-04-04,301.6512815571887,234.43418650774248,368.1056533390942
2025-04-05,284.15340105752193,212.04917753479742,359.88433664691735
2025-04-06,191.3517818363804,120.01498841876531,259.8528181864086
2025-04-07,273.7274372790323,206.56773244303778,346.9087326067982
2025-04-08,270.84562342170824,198.25945123916165,339.89662709002374
2025-04-09,284.4456955794095,211.42414776819547,352.393270433758
2025-04-10,278.21748390093666,203.39021208654265,347.69436826492483
2025-04-11,307.04214137997275,231.4665396192384,375.4596023018673
2025-04-12,288.9330934761375,220.5825382174354,358.3349276000678
2025-04-13,195.48986563870847,126.76133269585242,267.0574503558068
2025-04-14,277.23791069931474,208.6274616262231,348.3666653070413
2025-04-15,273.78527240193625,198.86232708229153,338.10812670523643
2025-04-16,286.9109092697235,220.24658470396494,360.62756116500896
2025-04-17,280.3396531906119,212.35800918610482,349.812079967861
2025-04-18,190.1199049406885,117.46719292157198,262.8082498952009
2025-04-19,289.3624634227026,216.66783704990317,363.31026849011994
2025-04-20,197.62728955118465,123.13269252923789,268.36915043971925
2025-04-21,279.7762902813806,212.52871603534547,350.61129316620355
2025-04-22,276.92565396778093,209.62397031911792,348.1063493791189
2025-04-23,290.8433491241208,221.57291999950002,361.7418639907869
2025-04-24,285.2349114308773,209.3323329710613,353.02860394386664
2025-04-25,314.98359701678777,244.65573169528034,383.9036827561006
2025-04-26,298.0910972462525,229.25896332384085,367.4009493184515
